date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:47:20	1787/1787	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-6fb%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/zara.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/zara.svg	(from https://yevgenysim.github.io/shopper/)
19:47:20	11266/11266	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-2c02%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/reebok.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/reebok.svg	(from https://yevgenysim.github.io/shopper/)
19:47:21	3984/3984	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-f90%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/asos.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/asos.svg	(from https://yevgenysim.github.io/shopper/)
19:47:21	17449/17449	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-4429%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/stradivarius.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/stradivarius.svg	(from https://yevgenysim.github.io/shopper/)
19:47:21	7326/7326	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-1c9e%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/adidas.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/adidas.svg	(from https://yevgenysim.github.io/shopper/)
19:47:21	4041/4041	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-fc9%22	https://yevgenysim.github.io/shopper/assets/img/brands/gray-350/bershka.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/gray-350/bershka.svg	(from https://yevgenysim.github.io/shopper/)
19:47:22	1268/1268	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-4f4%22	https://yevgenysim.github.io/shopper/assets/img/patterns/pattern-2.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/patterns/pattern-2.svg	(from https://yevgenysim.github.io/shopper/)
19:47:22	1151/1151	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-47f%22	https://yevgenysim.github.io/shopper/assets/img/payment/mastercard.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/mastercard.svg	(from https://yevgenysim.github.io/shopper/)
19:47:22	1443/1443	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-5a3%22	https://yevgenysim.github.io/shopper/assets/img/payment/visa.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/visa.svg	(from https://yevgenysim.github.io/shopper/)
19:47:22	4576/4576	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-11e0%22	https://yevgenysim.github.io/shopper/assets/img/payment/amex.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/amex.svg	(from https://yevgenysim.github.io/shopper/)
19:47:22	3903/3903	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-f3f%22	https://yevgenysim.github.io/shopper/assets/img/payment/paypal.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/paypal.svg	(from https://yevgenysim.github.io/shopper/)
19:47:23	884/884	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-374%22	https://yevgenysim.github.io/shopper/assets/img/payment/maestro.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/maestro.svg	(from https://yevgenysim.github.io/shopper/)
19:47:23	3005/3005	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-bbd%22	https://yevgenysim.github.io/shopper/assets/img/payment/klarna.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/payment/klarna.svg	(from https://yevgenysim.github.io/shopper/)
19:47:23	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-15851%22	https://yevgenysim.github.io/shopper/assets/libs/jquery/dist/jquery.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/jquery/dist/jquery.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:23	68253/68253	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf51-10a9d%22	https://yevgenysim.github.io/shopper/assets/libs/@fancyapps/fancybox/dist/jquery.fancybox.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fancyapps/fancybox/dist/jquery.fancybox.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:24	80698/80698	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-13b3a%22	https://yevgenysim.github.io/shopper/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/bootstrap/dist/js/bootstrap.bundle.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:24	54063/54063	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-d32f%22	https://yevgenysim.github.io/shopper/assets/libs/flickity/dist/flickity.pkgd.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/flickity/dist/flickity.pkgd.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:24	749329/749329	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-b6f11%22	https://yevgenysim.github.io/shopper/assets/libs/highlightjs/highlight.pack.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/highlightjs/highlight.pack.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:24	15211/15211	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-3b6b%22	https://yevgenysim.github.io/shopper/assets/libs/jarallax/dist/jarallax.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/jarallax/dist/jarallax.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:24	18101/18101	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-46b5%22	https://yevgenysim.github.io/shopper/assets/libs/list.js/dist/list.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/list.js/dist/list.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:25	58015/58015	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-e29f%22	https://yevgenysim.github.io/shopper/assets/libs/simplebar/dist/simplebar.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/simplebar/dist/simplebar.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:25	5485/5485	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-156d%22	https://yevgenysim.github.io/shopper/assets/libs/smooth-scroll/dist/smooth-scroll.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/smooth-scroll/dist/smooth-scroll.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:25	6692/6692	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf52-1a24%22	https://yevgenysim.github.io/shopper/assets/libs/flickity-fade/flickity-fade.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/flickity-fade/flickity-fade.js	(from https://yevgenysim.github.io/shopper/)
19:47:25	5424/5424	---M-Z	200	added ('OK')	application/javascript	etag:W/%225ea1cf51-1530%22	https://yevgenysim.github.io/shopper/assets/js/theme.min.js	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/js/theme.min.js	(from https://yevgenysim.github.io/shopper/)
19:47:26	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-207aa%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:26	133034/133034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-207aa%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400d41d.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:26	76612/76612	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf52-12b44%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff2	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:27	89824/89824	---M--	200	added ('OK')	font/woff	etag:%225ea1cf52-15ee0%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.woff	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:27	132728/132728	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf52-20678%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.ttf	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:27	715890/715890	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf52-aec72%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-brands-400.svg	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:27	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-8656%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:27	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-8656%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400d41d.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:28	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf52-3510%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff2	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:28	16800/16800	---M--	200	added ('OK')	font/woff	etag:%225ea1cf52-41a0%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.woff	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:28	34092/34092	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf52-852c%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.ttf	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:28	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf52-233c2%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-regular-400.svg	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:29	202902/202902	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-31896%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:29	202902/202902	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225ea1cf52-31896%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.eot?	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900d41d.eot	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:29	79444/79444	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf52-13654%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff2	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:29	103300/103300	---M--	200	added ('OK')	font/woff	etag:%225ea1cf52-19384%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.woff	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:30	202616/202616	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf52-31778%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.ttf	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:30	897426/897426	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf52-db192%22	https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/webfonts/fa-solid-900.svg	(from https://yevgenysim.github.io/shopper/assets/libs/@fortawesome/fontawesome-free/css/all.min.css)
19:47:30	65112/65112	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf51-fe58%22	https://yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather.ttf?sdxovp	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather144f.ttf	(from https://yevgenysim.github.io/shopper/assets/fonts/feather/feather.css)
19:47:30	65188/65188	---M--	200	added ('OK')	font/woff	etag:%225ea1cf51-fea4%22	https://yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather.woff?sdxovp	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather144f.woff	(from https://yevgenysim.github.io/shopper/assets/fonts/feather/feather.css)
19:47:31	222023/222023	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-36347%22	https://yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather.svg?sdxovp	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/feather/fonts/Feather144f.svg	(from https://yevgenysim.github.io/shopper/assets/fonts/feather/feather.css)
19:47:31	19076/19076	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf51-4a84%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.woff2	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:31	27204/27204	---M--	200	added ('OK')	font/woff	etag:%225ea1cf51-6a44%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.woff	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:31	66236/66236	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf51-102bc%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-Book.ttf	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:32	23200/23200	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf51-5aa0%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.woff2	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:32	32320/32320	---M--	200	added ('OK')	font/woff	etag:%225ea1cf51-7e40%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.woff	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:32	70628/70628	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf51-113e4%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-400-BookItalic.ttf	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:32	20704/20704	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf51-50e0%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.woff2	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:32	28828/28828	---M--	200	added ('OK')	font/woff	etag:%225ea1cf51-709c%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.woff	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:33	65572/65572	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf51-10024%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-500-Medium.ttf	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:33	20384/20384	---M--	200	added ('OK')	font/woff2	etag:%225ea1cf51-4fa0%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.woff2	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.woff2	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:33	28628/28628	---M--	200	added ('OK')	font/woff	etag:%225ea1cf51-6fd4%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.woff	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.woff	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:33	65308/65308	---M-Z	200	added ('OK')	font/ttf	etag:W/%225ea1cf51-ff1c%22	https://yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.ttf	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/fonts/jost/Jost-600-Semi.ttf	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:34	778341/778341	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-be065%22	https://yevgenysim.github.io/shopper/assets/img/patterns/pattern-1.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/patterns/pattern-1.svg	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:34	395/395	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-18b%22	https://yevgenysim.github.io/shopper/assets/img/masks/avatar-status.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/masks/avatar-status.svg	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:34	394/394	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-18a%22	https://yevgenysim.github.io/shopper/assets/img/masks/avatar-group.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/masks/avatar-group.svg	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:34	465/465	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-1d1%22	https://yevgenysim.github.io/shopper/assets/img/masks/avatar-group-hover.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/masks/avatar-group-hover.svg	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:35	412/412	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-19c%22	https://yevgenysim.github.io/shopper/assets/img/masks/avatar-group-hover-last.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/masks/avatar-group-hover-last.svg	(from https://yevgenysim.github.io/shopper/assets/css/theme.min.css)
19:47:35	33431/33431	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-8297%22	https://yevgenysim.github.io/shopper/assets/img/products/product-146.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/products/product-146.jpg	(from https://yevgenysim.github.io/shopper/product.html)
19:47:35	2055/2055	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-807%22	https://yevgenysim.github.io/shopper/assets/img/icons/icon-ruler.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/icons/icon-ruler.svg	(from https://yevgenysim.github.io/shopper/product.html)
19:47:35	3845/3845	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-f05%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-24.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-24.jpg	(from https://yevgenysim.github.io/shopper/shop.html)
19:47:36	144297/144297	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-233a9%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-16.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-16.jpg	(from https://yevgenysim.github.io/shopper/shop.html)
19:47:36	32101/32101	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-7d65%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-29.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-29.jpg	(from https://yevgenysim.github.io/shopper/shop.html)
19:47:36	37810/37810	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-93b2%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-30.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-30.jpg	(from https://yevgenysim.github.io/shopper/shop.html)
19:47:37	3296/3296	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-ce0%22	https://yevgenysim.github.io/shopper/assets/img/brands/color/cards.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/color/cards.svg	(from https://yevgenysim.github.io/shopper/checkout.html)
19:47:37	3919/3919	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225ea1cf51-f4f%22	https://yevgenysim.github.io/shopper/assets/img/brands/color/paypal.svg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/brands/color/paypal.svg	(from https://yevgenysim.github.io/shopper/checkout.html)
19:47:37	122969/122969	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-1e059%22	https://yevgenysim.github.io/shopper/assets/img/products/product-111.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/products/product-111.jpg	(from https://yevgenysim.github.io/shopper/index-classic.html)
19:47:38	67117/67117	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-1062d%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-5.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-5.jpg	(from https://yevgenysim.github.io/shopper/index-classic.html)
19:47:38	63104/63104	---M--	200	added ('OK')	image/jpeg	etag:%225ea1cf51-f680%22	https://yevgenysim.github.io/shopper/assets/img/covers/cover-23.jpg	C:/My%20Web%20Sites/ProyectoFinal/yevgenysim.github.io/shopper/assets/img/covers/cover-23.jpg	(from https://yevgenysim.github.io/shopper/index-classic.html)
